AZIENDA;MATRICOLA;COGNOME;NOME;CODICE_FISCALE;FILIALE;EMAIL;DATA_ASSUNZIONE;DATA_DIMISSIONE;DATA_NASCITA;DESCR_COM_NASC;PROVINCIA_NASC;NUMERO_TELEFONO;CELLULARE;INTERNO;DIPARTIMENTO;TIPO_CONTRATTO;RES_INDIRIZZO;RES_CAP;RES_CITTA;RES_PROVINCIA;DOM_INDIRIZZO;DOM_CAP;DOM_CITTA;DOM_PROVINCIA
SADAS;87;ELKASIMI;ANDREA;LKSNDR58L13D643V;1;andrea.elkasimi@sadasdb.com;15/08/1985;;05/01/1960;TREVIGLIO;BG;376146832;376146832;;Produzione;Indeterminato;VIA BEATA GIANNETTA 1;24043;CARAVAGGIO;BG;VIA BEATA GIANNETTA 1;24043;CARAVAGGIO;BG
SADAS;88;FRECCHIAMI;ANDREA;FRCNDR67S22G867F;1;andrea.frecchiami@sadasdb.com;11/07/1995;;17/11/1975;CASTELLEONE;CR;388063202;388063202;;Produzione;Indeterminato;VIA VERGA 16/1;26010;VAIANO CREMASCO;CR;VIA VERGA 16/1;26010;VAIANO CREMASCO;CR
SADAS;89;ZAMBELLI;DANIELE EDOARDO;ZMBDLD07P15L400N;1;danieleedoardo.zambelli@sadasdb.com;11/07/1995;30/10/2007;14/04/1977;MILANO;MI;391764351;391764351;;Finanza;Indeterminato;VIA MILANO 9/N;24047;TREVIGLIO;BG;VIA MILANO 9/N;24047;TREVIGLIO;BG
SADAS;90;GIOMBELLI;SASHO KRASTEV;GMBSHK78M22E794F;1;sashokrastev.giombelli@sadasdb.com;11/07/1995;;20/06/1970;POMPEI;NA;318432863;318432863;;Produzione;Indeterminato;VIALE DELLA REPUBBLICA SUD 9 A;24049;VERDELLO;BG;VIALE DELLA REPUBBLICA SUD 9 A;24049;VERDELLO;BG
SADAS;91;ROTTOLI;ENRICO;RTTNRC87D16I608Z;3;enrico.rottoli@sadasdb.com;12/07/1995;;12/09/1976;TREVIGLIO;BG;331415751;331415751;;Produzione;Indeterminato;VIA T.GROSSI 22;24040;CASIRATE D` ADDA;BG;VIA T.GROSSI 22;24040;CASIRATE D` ADDA;BG
SADAS;92;EPIS;ANGELO;PSENGL52S03Z222K;1;angelo.epis@sadasdb.com;12/07/1995;;03/10/1964;ROMANIA;SE;.27188908;.27188908;;Produzione;Indeterminato;VIA CADUTI DI CEFALONIA 6;26010;OFFANENGO;CR;VIA CADUTI DI CEFALONIA 6;26010;OFFANENGO;CR
SADAS;93;FILISETTI;YASSIN;FLSYSN69T01B434P;1;yassin.filisetti@sadasdb.com;12/07/1995;;05/08/1969;BERGAMO;BG;391640550;391640550;;Produzione;Indeterminato;VIA CASTAGNARO 2;24056;FONTANELLA;BG;VIA CASTAGNARO 2;24056;FONTANELLA;BG
SADAS;94;DE GIGLIO;ALDO;DGGLDA71T24G856E;1;aldo.degiglio@sadasdb.com;12/07/1995;;23/02/1962;UCRAINA;SE;340151935;340151935;;Supporto Clienti;Indeterminato;VIA ITALIA 9;24040;MADONE;BG;VIA ITALIA 9;24040;MADONE;BG
SADAS;95;VISCONTI;ANTONIO;VSCNTN84L30A076X;2;antonio.visconti@sadasdb.com;12/07/1995;01/07/2017;07/03/1973;SESTO SAN GIOVANNI;MI;345358769;345358769;;Produzione;Indeterminato;VIA DEI BENEDETTINI 2;26010;RICENGO;CR;VIA DEI BENEDETTINI 2;26010;RICENGO;CR
SADAS;96;FEDRIZZI;INNOCENZO;FDRNCN46R09I951D;2;innocenzo.fedrizzi@sadasdb.com;13/07/1995;;22/02/1965;PONTIROLO NUOVO;BG;;;;Produzione;Indeterminato;VIA DEI MILLE 16;24047;TREVIGLIO;BG;VIA DEI MILLE 16;24047;TREVIGLIO;BG
SADAS;97;FERRARI;PAOLO;FRRPLA13L01I869O;2;paolo.ferrari@sadasdb.com;13/07/1995;;13/10/1973;SENEGAL;SE;4625203;4625203;;Vendita;Indeterminato;VIA G.CARDUCCI 4;24046;OSIO SOTTO;BG;VIA G.CARDUCCI 4;24046;OSIO SOTTO;BG
SADAS;98;LEGNANI;GIAN PIETRO;LGNGPT66E26F119C;2;gianpietro.legnani@sadasdb.com;20/04/1995;;31/03/1971;TREVIGLIO;BG;18986310;18986310;;Produzione;Indeterminato;VIA GALEAZZO DEGLI ORZI 9;25030;ORZIVECCHI;BS;VIA GALEAZZO DEGLI ORZI 9;25030;ORZIVECCHI;BS
SADAS;99;LAZZARONI;PAOLO;LZZPLA82L28B703M;1;paolo.lazzaroni@sadasdb.com;13/07/1995;;14/06/1977;BUSTO ARSIZIO;VA;;;;Produzione;Indeterminato;VIA SAN PIETRO N.80;26018;TRIGOLO;CR;VIA SAN PIETRO N.80;26018;TRIGOLO;CR
SADAS;100;GOISIS;MARIO;GSSMRA80A26Z100Y;1;mario.goisis@sadasdb.com;13/07/1995;;26/05/1966;SERIATE;BG;67367316;67367316;;Produzione;Indeterminato;VIA PRINCIPE AMEDEO 50;24040;VERDELLINO;BG;VIA PRINCIPE AMEDEO 50;24040;VERDELLINO;BG
SADAS;101;BOTTI;PAOLO;BTTPLA75R21L400B;1;paolo.botti@sadasdb.com;16/10/2019;;23/05/1995;CALCINATE;BG;329778579;329778579;;Amministrazione;Indeterminato;VIA PERGOLESI 3;24046;OSIO SOTTO;BG;VIA PERGOLESI 3;24046;OSIO SOTTO;BG
SADAS;102;MIRZA GHULAM;GIOVANNI MARIO;MRZGNN74E13I754S;1;giovannimario.mirzaghulam@sadasdb.com;22/10/2019;;09/11/1996;CALOLZIOCORTE;LC;;;;Produzione;Indeterminato;VIA P.MICCA 9;24040;PONTIROLO NUOVO;BG;VIA P.MICCA 9;24040;PONTIROLO NUOVO;BG
SADAS;103;PONTOGLIO;RATTAN;PNTRTN81B15F205B;1;rattan.pontoglio@sadasdb.com;07/08/1997;;08/04/1988;CASTEL ROZZONE;BG;381881322;381881322;;Produzione;Indeterminato;VIA VINCENZO MONTI 18/A;44122;FERRARA;FE;VIA VINCENZO MONTI 18/A;44122;FERRARA;FE
SADAS;104;TORNAGHI;ANDREA;TRNNDR78D05F119E;1;andrea.tornaghi@sadasdb.com;12/09/1997;;23/11/1985;MILANO;MI;312719269;312719269;;Vendita;Indeterminato;VIA S.CAPITANIO 29;24047;TREVIGLIO;BG;VIA S.CAPITANIO 29;24047;TREVIGLIO;BG
SADAS;105;DODDE;ROBERTO;DDDRRT32L07E751N;1;roberto.dodde@sadasdb.com;23/09/1997;;23/09/1996;PALERMO;PA;327801903;327801903;;Produzione;Indeterminato;VIA CESARE BATTISTI 44;24043;CARAVAGGIO;BG;VIA CESARE BATTISTI 44;24043;CARAVAGGIO;BG
SADAS;106;MILANESI;EMILIO MARCELLO ANDREA;MLNMMR22T07I827Y;1;emiliomarcelloandrea.milanesi@sadasdb.com;22/10/1997;;29/07/1990;LODI;LO;38910259;38910259;;Produzione;Indeterminato;VIA DALMINE 10/A;24035;CURNO;BG;VIA DALMINE 10/A;24035;CURNO;BG
SADAS;107;SCOTTI;SALVATORE;SCTSVT78L14C408O;1;salvatore.scotti@sadasdb.com;22/10/1997;;15/07/1985;PANDINO;CR;698592806;698592806;;Supporto Clienti;Indeterminato;VIA B.ANGELICO 2;24047;TREVIGLIO;BG;VIA B.ANGELICO 2;24047;TREVIGLIO;BG
SADAS;108;PAVESI;ANTONIO;PVSNTN74A15C255H;1;antonio.pavesi@sadasdb.com;05/01/1998;;22/12/1986;BREMBATE;BG;388389764;388389764;;Marketing;Indeterminato;VIA BRIGNANO 47;24047;TREVIGLIO;BG;VIA BRIGNANO 47;24047;TREVIGLIO;BG
SADAS;109;GIANNACCARI;MARCO ETTORE;GNNMCT88P27L400Y;1;marcoettore.giannaccari@sadasdb.com;20/02/1998;;21/08/1989;ALBANIA;SE;90475329;90475329;;Produzione;Indeterminato;VIA NICASTRO 6;20137;MILANO;MI;VIA NICASTRO 6;20137;MILANO;MI
SADAS;110;SEBASTIANELLI;COSTANTE;SBSCTN67E29G160R;2;costante.sebastianelli@sadasdb.com;27/03/1998;01/07/2017;20/02/1986;MILANO;MI;339451928;339451928;;Produzione;Indeterminato;VIA MILANO 23;24047;TREVIGLIO;BG;VIA MILANO 23;24047;TREVIGLIO;BG
SADAS;111;SPATOLA;LUIGI;SPTLGU56M07Z601Z;1;luigi.spatola@sadasdb.com;09/09/1998;;06/08/1990;TORINO;TO;;;;Produzione;Indeterminato;VIA MARCONI 7;24040;LEVATE;BG;VIA MARCONI 7;24040;LEVATE;BG
SADAS;112;SAMA`;FABIO;SMAFBA93P10G603J;1;fabio.sama`@sadasdb.com;20/10/1994;;27/03/1986;CASTEL ROZZONE;BG;8086163;8086163;;Marketing;Indeterminato;VIA XX SETTEMBRE 1870 N.30;26013;CREMA;CR;VIA XX SETTEMBRE 1870 N.30;26013;CREMA;CR
SADAS;113;PASSERA;LUIGI;PSSLGU91D12F205H;1;luigi.passera@sadasdb.com;26/01/1999;;30/04/1992;MORENGO;BG;51761348;51761348;;Produzione;Indeterminato;VIA ALIGHIERI N.27;26020;MADIGNANO;CR;VIA ALIGHIERI N.27;26020;MADIGNANO;CR
SADAS;114;FRIGENI;SERGIO;FRGSRG81H25Z222K;2;sergio.frigeni@sadasdb.com;10/03/1999;;02/01/1985;BERGAMO;BG;29970226;29970226;;Produzione;Indeterminato;VIA CADORNA 85;24048;TREVIOLO;BG;VIA CADORNA 85;24048;TREVIOLO;BG
SADAS;115;CARIOLI;LUCA;CRLLCU68C26G856W;1;luca.carioli@sadasdb.com;06/04/1999;;24/03/1985;OSIO SOTTO;BG;365000167;365000167;;Produzione;Indeterminato;VIA GIOVANNI XXIII 7;20060;TRUCCAZZANO;MI;VIA GIOVANNI XXIII 7;20060;TRUCCAZZANO;MI
SADAS;116;ZUFFETTI;ANTONIO;ZFFNTN69E25H269M;4;antonio.zuffetti@sadasdb.com;26/06/1995;;11/08/1987;TREVIGLIO;BG;374742775;374742775;;CED;Indeterminato;VIA LIVELLO N.5;20017;RHO;MI;VIA LIVELLO N.5;20017;RHO;MI
SADAS;117;FILIPPINI;GIANCARLO;FLPGCR49M04L400R;1;giancarlo.filippini@sadasdb.com;23/03/1994;01/07/2017;03/12/1986;CASTEL ROZZONE;BG;314412607;314412607;;Amministrazione;Indeterminato;VIA CIRCONVALLAZIONE NORD 2/5;26010;OFFANENGO;CR;VIA CIRCONVALLAZIONE NORD 2/5;26010;OFFANENGO;CR
SADAS;118;ARIENZO;MARCO;RNZMRC74H09D863E;1;marco.arienzo@sadasdb.com;02/06/1999;;28/04/1988;TREVIGLIO;BG;;;;Produzione;Indeterminato;VIA ALLA COSTA 5;24042;CAPRIATE SAN GERVASIO;BG;VIA ALLA COSTA 5;24042;CAPRIATE SAN GERVASIO;BG
SADAS;119;ZAGO;ALIOU;ZGALAI68M25B731X;1;aliou.zago@sadasdb.com;01/08/1995;;20/01/1986;BONATE SOPRA;BG;350394957;350394957;;Marketing;Indeterminato;VIA F.LLI DI DIO 8;26010;OFFANENGO;CR;VIA F.LLI DI DIO 8;26010;OFFANENGO;CR
SADAS;120;PAPA;IVAN;PPAVNI76P13A794H;1;ivan.papa@sadasdb.com;22/08/1995;;22/08/1995;OSIO SOTTO;BG;330849985;330849985;;Produzione;Indeterminato;STRADA BASSA NUOVA 137;43123;PARMA;PR;STRADA BASSA NUOVA 137;43123;PARMA;PR
SADAS;121;PINELLI;ALMAGUL;PNLLGL05M28B137T;1;almagul.pinelli@sadasdb.com;22/08/1995;;23/08/1995;BREMBATE;BG;322276229;322276229;;Produzione;Indeterminato;VIA XXIV MAGGIO 56;24040;CASTEL ROZZONE;BG;VIA XXIV MAGGIO 56;24040;CASTEL ROZZONE;BG
SADAS;122;ZECCHINI;ANDREA;ZCCNDR89T11Z336E;1;andrea.zecchini@sadasdb.com;07/07/1999;;02/01/1996;BONATE SOTTO;BG;;;;Produzione;Determinato;VIA XX SETTEMBRE N 1;26014;ROMANENGO;CR;VIA XX SETTEMBRE N 1;26014;ROMANENGO;CR
SADAS;123;GHIDOTTI;DAVIDE;GHDDVD56A25H357M;2;davide.ghidotti@sadasdb.com;26/09/1995;;11/07/1986;PERU`;SE;;;;Produzione;Indeterminato;VIA TRIESTE 15;24042;CAPRIATE SAN GERVASIO;BG;VIA TRIESTE 15;24042;CAPRIATE SAN GERVASIO;BG
SADAS;124;BELLI;ANDREA;BLLNDR96E12F158T;1;andrea.belli@sadasdb.com;27/09/1995;;21/04/1988;GERMANIA;SE;;;;Vendita;Indeterminato;VIA UMBERTO I 45 D 3;26010;DOVERA;CR;VIA UMBERTO I 45 D 3;26010;DOVERA;CR
SADAS;125;CAPELLI;GIUSEPPE;CPLGPP79H19Z352Z;1;giuseppe.capelli@sadasdb.com;09/09/1999;;11/07/1985;COSTA D` AVORIO;SE;387204438;387204438;;Produzione;Indeterminato;VIA VAIRANO N.5;26013;CREMA;CR;VIA VAIRANO N.5;26013;CREMA;CR
SADAS;126;DRAGNE;CRISTIAN;DRGCST74C11A304L;2;cristian.dragne@sadasdb.com;07/10/1999;;18/02/1988;EGITTO;SE;1964745;1964745;;Supporto Clienti;Indeterminato;VIA VERDELLO 31 P;24040;CISERANO;BG;VIA VERDELLO 31 P;24040;CISERANO;BG
SADAS;127;THAMRATHUKA KOLIL CHELLA;SALVATORE;THMSVT01R03Z100Z;1;salvatore.thamrathukakolilchella@sadasdb.com;12/10/1999;;02/01/1993;PONTE SAN PIETRO;BG;346475127;346475127;;Produzione;Indeterminato;VIA F.CAVALLOTTI 10;24047;TREVIGLIO;BG;VIA F.CAVALLOTTI 10;24047;TREVIGLIO;BG
SADAS;128;CAPUANO;MAURIZIO;CPNMRZ73S10B971S;2;maurizio.capuano@sadasdb.com;18/10/1995;;28/01/1987;CATANIA;CT;318947489;318947489;;Amministrazione;Indeterminato;VIA ITALIA 19;24040;PONTIROLO NUOVO;BG;VIA ITALIA 19;24040;PONTIROLO NUOVO;BG
SADAS;129;CARON;MATTIA;CRNMTT79C13Z343N;1;mattia.caron@sadasdb.com;06/11/1995;;08/12/1988;SARNICO;BG;51629303;51629303;;Produzione;Indeterminato;VIA S.ANTONINO 34/A;26010;CAPERGNANICA;CR;VIA S.ANTONINO 34/A;26010;CAPERGNANICA;CR
SADAS;130;BARONI;ARMANDO;BRNRND65B29L400L;2;armando.baroni@sadasdb.com;17/11/1995;;14/08/1995;TREVIGLIO;BG;;;;Produzione;Indeterminato;VIA MONS.PORTALUPPI 82;24047;TREVIGLIO;BG;VIA MONS.PORTALUPPI 82;24047;TREVIGLIO;BG
SADAS;131;DI SERIO;ANGELO LUIGI;DSRNLL51R09G160N;1;angeloluigi.diserio@sadasdb.com;27/12/1999;;10/04/1985;GIULIANOVA;TE;330693283;330693283;;Produzione;Indeterminato;VIA CANONICA 78/BIS;24047;TREVIGLIO;BG;VIA CANONICA 78/BIS;24047;TREVIGLIO;BG
SADAS;132;CARIOLI;ENRICO;CRLNRC63E09L539P;1;enrico.carioli@sadasdb.com;30/11/1995;;01/01/1990;TREZZO SULL` ADDA;MI;322361464;322361464;;Marketing;Indeterminato;VIA PILA;20062;CASSANO D` ADDA;MI;VIA PILA;20062;CASSANO D` ADDA;MI
SADAS;133;MORO;ALBERTO;MROLRT06A12D142G;1;alberto.moro@sadasdb.com;10/01/2000;;27/06/1994;BERGAMO;BG;86824196;86824196;;Produzione;Indeterminato;VIA ISSER 11;24047;TREVIGLIO;BG;VIA ISSER 11;24047;TREVIGLIO;BG
SADAS;134;BOGNI;VASCO MARIA;BGNVCM01T06I838O;1;vascomaria.bogni@sadasdb.com;18/01/2000;;02/02/1991;LODI;LO;360302792;360302792;;Produzione;Indeterminato;VIA CROCETTE 19;24035;CURNO;BG;VIA CROCETTE 19;24035;CURNO;BG
SADAS;135;AGAZZI;ANGELO;GZZNGL94D02Z330T;1;angelo.agazzi@sadasdb.com;18/01/2000;;01/09/1985;CILE;SE;;;;Produzione;Indeterminato;VIA ALDO MORO 47;24033;CALUSCO D` ADDA;BG;VIA ALDO MORO 47;24033;CALUSCO D` ADDA;BG
SADAS;136;BULHAC;CLAUDIO;BLHCLD93H24I628D;2;claudio.bulhac@sadasdb.com;26/01/2000;;15/03/1996;MONZA;MB;26710214;26710214;;Amministrazione;Indeterminato;VIA CANONICA 13;24047;TREVIGLIO;BG;VIA CANONICA 13;24047;TREVIGLIO;BG
SADAS;137;VAIRANI;MASSIMO;VRNMSM93P12F205J;1;massimo.vairani@sadasdb.com;28/01/2000;;19/06/1985;TREVIGLIO;BG;34411673;34411673;;Produzione;Indeterminato;VIA CAPRERA 3;24127;BERGAMO;BG;VIA CAPRERA 3;24127;BERGAMO;BG
SADAS;138;SAINA;GIULIO;SNAGLI78P21Z129S;2;giulio.saina@sadasdb.com;16/02/2000;;14/10/1987;SERIATE;BG;;;;Produzione;Indeterminato;VIA ENRICO DE NICOLA 4;24050;MOZZANICA;BG;VIA ENRICO DE NICOLA 4;24050;MOZZANICA;BG
SADAS;139;ZUCCHINALI;MICHELE;ZCCMHL52M30L667A;1;michele.zucchinali@sadasdb.com;03/01/1996;;21/02/1989;FRANCAVILLA FONTANA;BR;315521652;315521652;;Supporto Clienti;Indeterminato;VIA BRASSOLINO 9;24040;CALVENZANO;BG;VIA BRASSOLINO 9;24040;CALVENZANO;BG
SADAS;140;CHIAPPETTI;MARIO;CHPMRA78D14F133O;2;mario.chiappetti@sadasdb.com;22/02/2000;;26/06/1998;BERGAMO;BG;;;;Produzione;Indeterminato;VIA LUIGI GATTI, 13\;20060;TRUCCAZZANO;MI;VIA LUIGI GATTI, 13\;20060;TRUCCAZZANO;MI
SADAS;141;FEDERICO;MAURIZIO;FDRMRZ50A20A076F;4;maurizio.federico@sadasdb.com;19/04/2000;;07/03/1991;TREVIGLIO;BG;375740418;375740418;;Marketing;Indeterminato;VIA BARI 4;20143;MILANO;MI;VIA BARI 4;20143;MILANO;MI
SADAS;142;BUTTINONI;ANGELO;BTTNGL71S12G004U;1;angelo.buttinoni@sadasdb.com;23/05/2000;;21/06/1985;TREVIGLIO;BG;;;;Produzione;Indeterminato;VIA CESARE BATTISTI 43;24047;TREVIGLIO;BG;VIA CESARE BATTISTI 43;24047;TREVIGLIO;BG
SADAS;143;BEN LELLY;GIUSEPPE;BNLGPP61A05Z336R;1;giuseppe.benlelly@sadasdb.com;01/06/2000;;13/09/1985;CARAVAGGIO;BG;79894705;79894705;;Supporto Clienti;Indeterminato;VIA BARONE LEONINO 2;20060;TRUCCAZZANO;MI;VIA BARONE LEONINO 2;20060;TRUCCAZZANO;MI
SADAS;144;RONCALLI;MAURO;RNCMRA78P25B971O;1;mauro.roncalli@sadasdb.com;19/07/2000;;23/04/1986;RIMINI;RN;391583798;391583798;;Produzione;Indeterminato;VIA DE GASPERI 2;24049;VERDELLO;BG;VIA DE GASPERI 2;24049;VERDELLO;BG
SADAS;145;VEGINI;LEONARDO;VGNLRD73B03L400C;1;leonardo.vegini@sadasdb.com;26/09/2000;;22/02/1985;TREVIGLIO;BG;69907173;69907173;;Amministrazione;Indeterminato;VIA ANGOLO RESEGHETTI 466;24045;FARA GERA D` ADDA;BG;VIA ANGOLO RESEGHETTI 466;24045;FARA GERA D` ADDA;BG
SADAS;146;ZAMBELLI;SABINO;ZMBSBN57A10L221D;1;sabino.zambelli@sadasdb.com;31/01/1996;;27/07/1989;GORGONZOLA;MI;97915896;97915896;;Produzione;Indeterminato;LAMEZANSTRA+²E 9 WIEN (WIEN);;WIEN;SE;LAMEZANSTRA+²E 9 WIEN (WIEN);;WIEN;SE
SADAS;147;FACCHETTI;FRANCESCO IGNAZIO;FCCFNC52M31C003P;1;francescoignazio.facchetti@sadasdb.com;18/10/2000;;17/09/1986;BERGAMO;BG;32010486;32010486;;Produzione;Indeterminato;VIA ROMA 66 D;24030;TERNO D` ISOLA;BG;VIA ROMA 66 D;24030;TERNO D` ISOLA;BG
SADAS;148;GRAVA;ABDOU;GRVBDA24T15H508W;1;abdou.grava@sadasdb.com;23/10/2000;;27/03/1985;BRIGNANO GERA D` ADDA;BG;42579468;42579468;;Produzione;Indeterminato;VIA DELLA MANICA 7;24030;VILLA D` ADDA;BG;VIA DELLA MANICA 7;24030;VILLA D` ADDA;BG
SADAS;149;CAMPARI;ALBERTO;CMPLRT57P13L400G;2;alberto.campari@sadasdb.com;12/02/1996;;19/09/1987;BERGAMO;BG;36860557;36860557;;Produzione;Indeterminato;VIA S.PELLICO 41;24040;PONTIROLO NUOVO;BG;VIA S.PELLICO 41;24040;PONTIROLO NUOVO;BG
SADAS;150;GATTI;ALESSANDRO;GTTLSN88E04Z504U;1;alessandro.gatti@sadasdb.com;08/11/2000;;16/03/1986;VARESE;VA;;;;Supporto Clienti;Indeterminato;VIA R.SANZIO 6;24030;PRESEZZO;BG;VIA R.SANZIO 6;24030;PRESEZZO;BG
SADAS;151;SACERDOTI;BRUNO;SCRBRN58C23E212Q;1;bruno.sacerdoti@sadasdb.com;21/11/2000;;24/06/1986;PONTE SAN PIETRO;BG;46885736;46885736;;Produzione;Indeterminato;VIA SECCHIA 3;24030;PALAZZAGO;BG;VIA SECCHIA 3;24030;PALAZZAGO;BG
SADAS;152;DEGANI;VITTORIO;DGNVTR61B25A794V;2;vittorio.degani@sadasdb.com;24/11/2000;;09/07/1985;CALTAGIRONE;CT;81297236;81297236;;Produzione;Indeterminato;VIA TREVIGLIO 13;24040;PONTIROLO NUOVO;BG;VIA TREVIGLIO 13;24040;PONTIROLO NUOVO;BG
SADAS;153;SCHIAVONE;ROBERTO;SCHRRT74H18A794M;2;roberto.schiavone@sadasdb.com;30/11/2000;;13/05/1987;PONTE SAN PIETRO;BG;43407730;43407730;;Produzione;Indeterminato;VIA CONTI CARLO GIROLAMO 7;24030;CARVICO;BG;VIA CONTI CARLO GIROLAMO 7;24030;CARVICO;BG
SADAS;154;BALDO;LUIGI;BLDLGU69T21Z330K;1;luigi.baldo@sadasdb.com;15/12/2000;;28/02/1985;OSIO SOTTO;BG;318141516;318141516;;Produzione;Indeterminato;VIA DANTE ALIGHIERI;24040;CASTEL ROZZONE;BG;VIA DANTE ALIGHIERI;24040;CASTEL ROZZONE;BG
SADAS;155;DEL PRATO;DANIELE;DLPDNL73L25L400L;1;daniele.delprato@sadasdb.com;02/01/2001;;27/09/1985;SERIATE;BG;;;;CED;Indeterminato;VIA CASTEL CERRETO 7;24047;TREVIGLIO;BG;VIA CASTEL CERRETO 7;24047;TREVIGLIO;BG
SADAS;156;BOTTURI;ARNALDO;BTTRLD62H14C933E;1;arnaldo.botturi@sadasdb.com;22/03/1996;;28/04/1985;CALUSCO D` ADDA;BG;362354631;362354631;;Produzione;Indeterminato;VIA LEONCAVALLO 10;24047;TREVIGLIO;BG;VIA LEONCAVALLO 10;24047;TREVIGLIO;BG
SADAS;157;GIAGNORIO;GIULIANO;GGNGLN77L16A794N;1;giuliano.giagnorio@sadasdb.com;09/04/1996;;31/10/1987;MONTEMILETTO;AV;;;;Produzione;Indeterminato;VIALE DEL TRAMONTO 16;62026;SAN GINESIO;MC;VIALE DEL TRAMONTO 16;62026;SAN GINESIO;MC
SADAS;158;GEROSA;ATTILIO;GRSTTL58S19G160A;1;attilio.gerosa@sadasdb.com;03/05/1996;;13/03/1987;FARA GERA D` ADDA;BG;;;;Vendita;Indeterminato;VIA NOSARI 13;24046;OSIO SOTTO;BG;VIA NOSARI 13;24046;OSIO SOTTO;BG
SADAS;159;COLLEONI;IBRAHIM MOHAMED YASSEN;CLLBHM58E29Z100Z;1;ibrahimmohamedyassen.colleoni@sadasdb.com;26/07/1996;;13/03/1985;SESTO SAN GIOVANNI;MI;364866993;364866993;;Produzione;Indeterminato;PIAZZALE ALDO MORO 57;26019;VAILATE;CR;PIAZZALE ALDO MORO 57;26019;VAILATE;CR
SADAS;160;CHIAPPETTI;LORENZO;CHPLNZ74S11H357L;1;lorenzo.chiappetti@sadasdb.com;29/08/1996;;23/05/1987;CARONIA;ME;;;;Produzione;Indeterminato;VIA DELL` ARTIGIANATO 35;24040;PAGAZZANO;BG;VIA DELL` ARTIGIANATO 35;24040;PAGAZZANO;BG
SADAS;161;PIENSI;RINO;PNSRNI62D01L404W;1;rino.piensi@sadasdb.com;11/09/1996;;20/06/1989;CALVENZANO;BG;;;;Amministrazione;Indeterminato;VIA ATTILIO MOMIGLIANO 1;20141;MILANO;MI;VIA ATTILIO MOMIGLIANO 1;20141;MILANO;MI
SADAS;162;CARISSIMI;PIERLUIGI;CRSPLG74S01Z129K;2;pierluigi.carissimi@sadasdb.com;16/09/1996;;20/06/1988;SESTO SAN GIOVANNI;MI;24067665;24067665;;Produzione;Indeterminato;VIA G.DONIZETTI 4 A;24040;CASTEL ROZZONE;BG;VIA G.DONIZETTI 4 A;24040;CASTEL ROZZONE;BG
SADAS;163;PARIGI;GIORGIO LUIGI;PRGGGL64A26F205X;1;giorgioluigi.parigi@sadasdb.com;12/11/1996;15/02/2008;17/08/1989;AGNADELLO;CR;;;;Produzione;Indeterminato;VIA MARTIRI DI CEFALONIA 3;24121;BERGAMO;BG;VIA MARTIRI DI CEFALONIA 3;24121;BERGAMO;BG
SADAS;164;TERMINI;ALESSANDRO;TRMLSN78R21A794Z;2;alessandro.termini@sadasdb.com;13/11/1996;;22/12/1988;SONCINO;CR;36550850;36550850;;Supporto Clienti;Indeterminato;VIA XXIV MAGGIO 13;24047;TREVIGLIO;BG;VIA XXIV MAGGIO 13;24047;TREVIGLIO;BG
SADAS;165;DORDI;MARCELLO;DRDMCL88L10Z614M;2;marcello.dordi@sadasdb.com;07/01/1997;;16/05/1989;TREVIGLIO;BG;14006521;14006521;;Produzione;Indeterminato;VIA C.CACCIANIGA 25;20060;POZZUOLO MARTESANA;MI;VIA C.CACCIANIGA 25;20060;POZZUOLO MARTESANA;MI
SADAS;166;GHERARDI;JACOPO GIOVANNI;GHRJPG68E31A215Y;1;jacopogiovanni.gherardi@sadasdb.com;03/03/1997;;07/01/1985;CASIRATE D` ADDA;BG;346206898;346206898;;Supporto Clienti;Indeterminato;VIA VERGA 9;24040;ARZAGO D` ADDA;BG;VIA VERGA 9;24040;ARZAGO D` ADDA;BG
SADAS;167;MOROTTI;FRANCESCO;MRTFNC36S03B950G;1;francesco.morotti@sadasdb.com;22/04/1997;;18/05/1985;SIRACUSA;SR;335522306;335522306;;Amministrazione;Indeterminato;VIA DE GASPERI 19;24040;FILAGO;BG;VIA DE GASPERI 19;24040;FILAGO;BG
SADAS;168;CATTANEO;ANTONIO;CTTNTN84A08Z318R;3;antonio.cattaneo@sadasdb.com;02/05/1997;;01/04/1988;FORMIA;LT;27546284;27546284;;Produzione;Indeterminato;VIA B.ANGELICO 10/B;24047;TREVIGLIO;BG;VIA B.ANGELICO 10/B;24047;TREVIGLIO;BG
SADAS;169;BERTULETTI;CLAUDIO;BRTCLD82E25D221R;1;claudio.bertuletti@sadasdb.com;03/06/1997;;21/09/1990;MAROCCO;SE;34868781;34868781;;Produzione;Indeterminato;VIA MORENGO 31;24040;PAGAZZANO;BG;VIA MORENGO 31;24040;PAGAZZANO;BG
SADAS;170;RIVA;RENATA;RVIRNT65T65F205Y;1;renata.riva@sadasdb.com;01/06/1994;;29/10/1985;VAPRIO D` ADDA;MI;346637503;346637503;;Produzione;Indeterminato;LARGO IV NOVEMBRE 11;24036;PONTE SAN PIETRO;BG;LARGO IV NOVEMBRE 11;24036;PONTE SAN PIETRO;BG
SADAS;171;FRIGERIO;NICOLE GIULIANA;FRGNLG99T41B696A;1;nicolegiuliana.frigerio@sadasdb.com;06/07/1995;;10/06/1986;BERGAMO;BG;372785957;372785957;;Produzione;Indeterminato;VIALE EUROPA 7;26010;IZANO;CR;VIALE EUROPA 7;26010;IZANO;CR
